latitude,longitude,name,soil_type,climate_type,sample_weight,label,ferric_iron_index,ferrous_mineral_index,laterite_index,gossan_index,ndvi,slope,elevation,soil_weathering_index,climate_weathering_index
20.41001,86.33938,NEG-HYDR-010,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.869677,0.891613,0.871487,0.85505,0.362591,0.997846,16.016977,0.553251,0.647041
21.5,85.75,Barbil Mine Area,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.299438,1.163084,1.099856,1.649402,0.309548,4.145711,419.892422,1.344543,1.248687
14.22,75.57,Shimoga Mn Belt,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.574806,1.394641,1.300745,1.792831,0.142622,9.353336,621.788217,1.255555,1.494376
26.2988,79.48694,NEG-QUAT-042,quaternary_alluvium,subhumid_alluvial,1.0,0,1.001664,0.914505,0.859593,0.829223,0.586751,0.435726,150.142648,0.468279,0.816706
24.44241,78.57807,NEG-AREN-039,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.125108,1.036563,0.925292,0.914845,0.338047,4.163408,459.033498,0.611819,0.713599
26.47736,72.89989,NEG-AEOL-029,aeolian_sand,arid_aeolian,1.0,0,0.733874,0.788704,0.818509,0.763456,0.040389,4.190312,197.71699,0.258354,0.275657
19.95217,86.24861,NEG-HYDR-044,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.711967,1.000168,0.774637,0.839912,0.421189,1.223214,32.696854,0.363667,0.744528
24.02214,77.66654,NEG-AREN-026,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.680766,0.989854,0.927095,0.9046,0.404809,5.299562,361.043009,0.665657,0.815444
15.0,76.5,Hospet Mn Area,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.442863,1.391748,1.265768,1.657045,0.035662,11.25272,501.823478,1.370049,1.406671
26.24172,71.67314,NEG-AEOL-037,aeolian_sand,arid_aeolian,1.0,0,0.881838,0.683949,0.582652,0.78212,0.081646,2.618005,285.85089,0.40742,0.146072
26.79977,80.95224,NEG-QUAT-007,quaternary_alluvium,subhumid_alluvial,1.0,0,0.945155,0.94836,0.762347,0.75761,0.540642,1.182641,117.388586,0.506263,0.724898
23.77412,78.72701,NEG-AREN-018,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.002111,1.123447,0.936385,1.225644,0.554174,6.328683,361.719655,0.644788,0.71883
18.75176,75.53876,NEG-VERT-029,vertisol_black_cotton,semi_arid_trap,0.95,0,1.089905,1.072623,1.003004,1.013278,0.420142,2.857564,447.02563,0.691415,0.851662
22.1,84.77,Sundargarh Mn Belt,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.353779,1.211597,1.47885,1.507764,0.022015,9.918555,382.722324,1.352414,1.366833
19.98409,86.02022,NEG-HYDR-029,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.900941,1.086378,0.729918,0.770506,0.588883,1.280993,9.528637,0.468672,0.716548
11.98998,78.03106,NEG-CHAR-003,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.981957,0.919079,1.027918,1.05126,0.436098,2.590055,282.21574,0.66872,0.790179
26.7546,72.37551,NEG-AEOL-020,aeolian_sand,arid_aeolian,1.0,0,0.756652,0.618839,0.707123,0.732769,0.050395,3.634035,222.854175,0.264282,0.265052
27.79722,72.99414,NEG-AEOL-027,aeolian_sand,arid_aeolian,1.0,0,0.718823,0.607596,0.705813,0.699268,0.049671,0.395241,261.320869,0.327922,0.257163
22.3,73.85,Shivrajpur Mn Deposits,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.600292,0.871314,1.543073,1.665484,0.061594,13.751362,416.282393,1.214049,1.307833
26.19266,72.32984,NEG-AEOL-038,aeolian_sand,arid_aeolian,1.0,0,0.866212,0.708933,0.654487,0.770854,0.0551,4.297017,318.53103,0.354337,0.202704
12.68982,78.69167,NEG-CHAR-034,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.128642,0.982416,1.01724,1.136388,0.441101,2.214417,539.2257,0.713513,0.855657
13.03428,77.63895,NEG-CHAR-042,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.073811,0.984291,1.029754,1.023695,0.355137,2.989597,379.093973,0.64542,0.928838
27.07106,72.51282,NEG-AEOL-016,aeolian_sand,arid_aeolian,1.0,0,0.693049,0.671114,0.640904,0.742709,0.105959,4.869335,170.346833,0.301764,0.284381
20.16298,86.75382,NEG-HYDR-004,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.681488,1.094134,0.768389,0.7206,0.636491,0.1,28.183596,0.30085,0.648509
25.702,79.75088,NEG-QUAT-023,quaternary_alluvium,subhumid_alluvial,1.0,0,0.977406,1.029253,0.925246,1.128639,0.558677,1.292265,205.175327,0.51347,0.801821
12.94702,78.9365,NEG-CHAR-020,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.527527,0.999857,0.931028,0.947812,0.288112,6.186933,256.666538,1.0579,0.946953
27.60252,71.86932,NEG-AEOL-018,aeolian_sand,arid_aeolian,1.0,0,0.749584,0.83203,0.674719,0.628403,0.121083,0.536755,270.003272,0.415848,0.282098
12.17812,78.65476,NEG-CHAR-037,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.825855,0.972563,0.925229,0.910935,0.056323,1.591902,379.941292,0.815066,1.122847
26.24036,79.44278,NEG-QUAT-025,quaternary_alluvium,subhumid_alluvial,1.0,0,1.025679,0.871174,0.833686,1.028219,0.635931,1.951825,160.714155,0.639929,0.983594
21.87,79.88,Ukwa Mine,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.381536,1.242229,1.420707,1.336812,-0.03541,11.928057,420.985255,1.544324,1.341891
20.17814,86.58462,NEG-HYDR-036,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.999742,0.834244,0.893119,0.636837,0.63252,0.681377,39.061474,0.364189,0.718246
23.74259,77.59496,NEG-AREN-045,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.060316,0.992147,0.993121,1.201652,0.301418,7.287507,391.670529,0.824834,1.077369
19.95364,75.27451,NEG-VERT-023,vertisol_black_cotton,semi_arid_trap,0.95,0,0.944201,0.842836,0.969647,0.903914,0.336822,2.907326,479.965863,0.89741,0.892539
20.20047,85.97865,NEG-HYDR-006,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.96591,1.151214,0.702923,0.550322,0.762826,0.925236,24.164748,0.219709,0.51483
19.16893,75.85512,NEG-VERT-008,vertisol_black_cotton,semi_arid_trap,0.95,0,1.123028,1.064254,0.691656,0.876547,0.525896,5.801609,536.061786,1.05174,0.882672
12.96302,77.35599,NEG-CHAR-041,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.217232,1.096662,1.039749,0.839296,0.15595,2.569031,440.66857,0.68013,0.861217
11.94266,78.59047,NEG-CHAR-026,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.9976,1.002554,1.058506,1.000954,0.339682,0.1,489.777342,0.5872,0.719994
25.7193,81.32351,NEG-QUAT-045,quaternary_alluvium,subhumid_alluvial,1.0,0,1.026769,1.041844,0.954796,1.015301,0.396831,1.393722,125.249577,0.692985,0.84638
23.79889,77.77548,NEG-AREN-031,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.970727,1.04256,0.984965,0.985908,0.445363,6.071287,408.627856,0.529941,0.859004
22.3,78.5,Seoni District Mn,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.33775,1.059651,1.217084,1.375098,0.142173,12.165909,452.251365,1.422987,1.275195
11.83794,78.35695,NEG-CHAR-002,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.065479,0.994338,1.0083,1.172458,0.340403,0.694828,413.770191,0.777132,0.822743
24.37563,77.50544,NEG-AREN-002,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.038174,0.760508,0.839903,1.064646,0.48889,2.549061,449.360875,0.594679,0.693231
19.81558,86.7291,NEG-HYDR-013,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.857101,0.941703,0.819639,0.873005,0.721254,1.274375,19.58727,0.493969,0.503248
20.50068,86.06339,NEG-HYDR-005,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.860069,1.025348,0.847916,0.882824,0.749205,0.429629,36.921658,0.390666,0.761467
24.58,73.71,Udaipur Mn Occurrences,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.398819,1.329491,1.587483,1.533565,0.123215,8.913131,363.357822,1.505336,1.477478
21.4,79.55,Sakoli Belt Deposits,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.34091,0.966688,1.238638,1.498118,0.064257,3.345266,438.334391,1.074374,1.359053
21.6,79.0,Manegaon Mine,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.315828,1.228437,1.547465,1.256572,-0.031832,10.100732,493.137777,1.159864,1.275785
19.81045,76.45955,NEG-VERT-010,vertisol_black_cotton,semi_arid_trap,0.95,0,0.998336,1.08306,0.876141,1.272981,0.368506,3.835743,483.643619,0.449258,0.91809
23.97942,77.25224,NEG-AREN-046,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.621184,1.09925,0.781429,0.836929,0.364754,9.030987,445.568225,0.657049,0.735549
14.95,76.7,Kudligi Mn Belt,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.484116,1.168187,1.454209,1.066574,0.182275,11.312971,523.38657,1.215431,1.302315
24.2912,78.1086,NEG-AREN-023,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.941619,0.981903,0.767839,0.893852,0.675961,2.346771,385.911428,0.658751,0.789366
12.17575,78.73308,NEG-CHAR-040,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.144828,0.887061,1.042592,0.897346,0.488231,3.729028,406.019049,0.669366,0.880527
18.45,84.0,Srikakulam Mn Zone,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.189046,1.084137,1.665956,1.511169,0.111129,12.447311,251.39176,1.044803,1.33936
27.11426,81.78379,NEG-QUAT-015,quaternary_alluvium,subhumid_alluvial,1.0,0,0.927813,0.984913,0.79478,0.897955,0.709898,1.46424,130.696651,0.556505,0.720583
20.03876,86.43895,NEG-HYDR-008,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.956786,0.902549,0.816337,0.729587,0.370264,1.159654,28.929902,0.463744,0.723668
20.41267,85.92839,NEG-HYDR-019,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.703074,0.931979,0.579418,0.851936,0.389725,1.033653,35.889318,0.346053,0.647695
19.97139,85.93231,NEG-HYDR-034,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.972232,0.75461,0.844363,0.811838,0.633777,0.1,25.053048,0.51042,0.785916
21.65,78.8,Saoner Mn Belt,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.256919,1.180865,1.634626,1.164434,0.13634,10.820987,475.495773,1.229206,1.435736
26.05006,79.50445,NEG-QUAT-001,quaternary_alluvium,subhumid_alluvial,1.0,0,1.028853,1.131614,0.792774,0.871831,0.703523,3.233796,149.551163,0.367197,0.738392
11.95134,77.24622,NEG-CHAR-021,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.115766,1.024591,1.073554,1.230991,0.319615,2.210235,323.783373,0.665266,0.932099
